Distance_(pixels),Gray_Value
1410,20.6154
1411,21.5256
1412,22.0256
1413,23.2179
1414,23.9295
1415,25.1731
1416,25.8974
1417,26.9359
1418,27.7756
1419,28.7115
1420,29.8077
1421,30.8397
1422,31.5705
1423,32.3205
1424,33.0962
1425,34.3269
1426,34.7628
1427,35.3462
1428,35.6282
1429,36.1154
1430,36.5449
1431,36.5769
1432,36.9679
1433,36.9615
1434,36.8718
1435,36.8654
1436,36.2564
1437,36.2436
1438,36.2308
1439,35.5000
1440,35.1218
1441,34.7436
1442,34.2821
1443,34.0321
1444,33.5256
1445,33.1282
1446,33.0385
1447,32.8590
1448,33.0705
1449,32.7244
1450,32.8333
1451,32.8269
1452,33.3846
1453,33.5833
1454,33.7372
1455,34.0385
1456,34.2500
1457,34.5577
1458,34.8333
1459,35.3526
1460,35.6346
1461,35.5641
1462,35.6410
1463,35.8846
1464,35.7051
1465,35.8846
1466,35.4103
1467,35.1987
1468,34.9423
1469,34.4167
1470,33.8141
1471,32.7756
1472,32.3013
1473,31.2564
1474,30.4551
1475,29.5577
1476,28.3077
1477,27.4359
1478,26.1218
1479,25.1218
1480,24.1859
1481,23.0000
1482,22.1603
1483,20.9038
1484,20.0256
1485,18.9551
1486,17.9744
1487,17.3397
1488,16.5769
1489,16.0833
1490,15.4359
1491,14.6667
1492,13.9359
1493,13.4551
1494,13.0577
1495,12.6218
1496,12.1859
1497,11.8526
1498,11.3782
1499,11.0705
1500,10.5385
1501,10.1731
1502,10.0321
1503,9.6987
1504,9.5449
1505,9.1923
1506,9.0256
1507,8.6282
1508,8.4231
1509,8.2436
1510,8.1987
1511,7.8846
1512,7.8205
1513,7.7436
1514,7.4744
1515,7.3718
1516,7.1474
1517,7.1603
1518,6.9679
1519,6.8013
1520,6.7179
1521,6.7756
1522,6.7372
1523,6.6090
1524,6.3077
1525,6.3782
1526,6.2308
1527,6.2051
1528,6.1282
1529,6.0128
1530,5.9423
1531,6.0705
1532,5.9038
1533,5.8974
1534,5.9103
1535,5.8846
1536,5.8205
1537,5.8205
1538,5.6731
1539,5.6667
1540,5.6731
1541,5.6859
1542,5.6795
1543,5.5769
1544,5.6026
1545,5.5641
1546,5.4487
1547,5.6090
1548,5.5641
1549,5.6282
1550,5.4423
1551,5.6603
1552,5.6667
1553,5.4872
1554,5.6090
1555,5.6346
1556,5.6282
1557,5.8205
1558,5.6923
1559,5.8462
1560,5.7692
1561,5.8205
1562,5.9551
1563,5.9103
1564,5.9679
1565,6.1474
1566,6.1410
1567,6.2436
1568,6.2372
1569,6.2692
1570,6.3846
1571,6.4679
1572,6.6474
1573,6.7436
1574,6.8269
1575,6.8910
1576,6.9103
1577,7.1218
1578,7.2308
1579,7.4551
1580,7.4744
1581,7.6795
1582,7.8333
1583,7.9872
1584,8.0449
1585,8.2692
1586,8.5321
1587,8.8013
1588,8.9295
1589,9.1859
1590,9.5000
1591,9.6667
1592,9.9744
1593,10.2244
1594,10.5192
1595,10.7564
1596,11.1410
1597,11.6346
1598,11.8333
1599,12.2115
1600,12.6987
1601,13.3526
1602,13.6923
